HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 24320
Vectorization method: tfidf
Number of clusters: 711
Number of noise points: 13619 (56.0%)
Analysis type: clusters
Timestamp: 2025-05-27 16:32:10

Dataset Distribution:
  PEC: 24320 statements

============================================================

Cluster Information:
  Cluster 709: 548 statements (persistence: 0.872)
  Cluster 509: 155 statements (persistence: 0.987)
  Cluster 544: 151 statements (persistence: 0.269)
  Cluster 508: 128 statements (persistence: 0.227)
  Cluster 505: 104 statements (persistence: 0.214)
  Cluster 475: 102 statements (persistence: 0.485)
  Cluster 517: 95 statements (persistence: 1.000)
  Cluster 463: 87 statements (persistence: 0.557)
  Cluster 546: 83 statements (persistence: 0.465)
  Cluster 525: 80 statements (persistence: 0.342)
  Cluster 506: 79 statements (persistence: 0.369)
  Cluster 457: 78 statements (persistence: 0.261)
  Cluster 499: 77 statements (persistence: 0.508)
  Cluster 4: 69 statements (persistence: 0.159)
  Cluster 245: 69 statements (persistence: 0.696)
  Cluster 567: 67 statements (persistence: 0.908)
  Cluster 370: 66 statements (persistence: 0.471)
  Cluster 311: 59 statements (persistence: 0.483)
  Cluster 497: 57 statements (persistence: 0.338)
  Cluster 510: 57 statements (persistence: 0.447)
  Cluster 444: 56 statements (persistence: 0.277)
  Cluster 460: 56 statements (persistence: 0.206)
  Cluster 486: 56 statements (persistence: 0.249)
  Cluster 542: 56 statements (persistence: 0.627)
  Cluster 592: 56 statements (persistence: 0.436)
  Cluster 507: 54 statements (persistence: 0.420)
  Cluster 118: 53 statements (persistence: 0.263)
  Cluster 202: 52 statements (persistence: 0.279)
  Cluster 447: 49 statements (persistence: 0.396)
  Cluster 519: 49 statements (persistence: 0.980)
  Cluster 222: 47 statements (persistence: 0.437)
  Cluster 523: 47 statements (persistence: 0.556)
  Cluster 550: 47 statements (persistence: 0.432)
  Cluster 11: 46 statements (persistence: 0.181)
  Cluster 280: 46 statements (persistence: 1.000)
  Cluster 535: 45 statements (persistence: 0.298)
  Cluster 537: 45 statements (persistence: 0.509)
  Cluster 287: 43 statements (persistence: 0.335)
  Cluster 236: 41 statements (persistence: 0.478)
  Cluster 400: 41 statements (persistence: 1.000)
  Cluster 498: 41 statements (persistence: 1.000)
  Cluster 182: 40 statements (persistence: 0.542)
  Cluster 534: 40 statements (persistence: 0.415)
  Cluster 571: 40 statements (persistence: 0.276)
  Cluster 495: 39 statements (persistence: 0.427)
  Cluster 564: 39 statements (persistence: 0.608)
  Cluster 584: 39 statements (persistence: 0.256)
  Cluster 168: 38 statements (persistence: 0.352)
  Cluster 445: 38 statements (persistence: 0.466)
  Cluster 526: 38 statements (persistence: 0.624)
  Cluster 560: 38 statements (persistence: 0.643)
  Cluster 152: 37 statements (persistence: 0.347)
  Cluster 397: 37 statements (persistence: 0.363)
  Cluster 173: 36 statements (persistence: 0.428)
  Cluster 240: 36 statements (persistence: 0.372)
  Cluster 249: 36 statements (persistence: 0.312)
  Cluster 293: 36 statements (persistence: 0.636)
  Cluster 404: 36 statements (persistence: 0.432)
  Cluster 524: 36 statements (persistence: 0.555)
  Cluster 153: 34 statements (persistence: 0.491)
  Cluster 228: 34 statements (persistence: 0.466)
  Cluster 45: 33 statements (persistence: 0.468)
  Cluster 223: 33 statements (persistence: 1.000)
  Cluster 109: 32 statements (persistence: 0.280)
  Cluster 327: 32 statements (persistence: 0.561)
  Cluster 354: 32 statements (persistence: 1.000)
  Cluster 224: 31 statements (persistence: 0.361)
  Cluster 551: 31 statements (persistence: 0.578)
  Cluster 618: 31 statements (persistence: 0.665)
  Cluster 458: 30 statements (persistence: 0.663)
  Cluster 489: 30 statements (persistence: 0.423)
  Cluster 512: 30 statements (persistence: 0.933)
  Cluster 595: 30 statements (persistence: 0.666)
  Cluster 139: 29 statements (persistence: 0.436)
  Cluster 577: 29 statements (persistence: 0.523)
  Cluster 221: 28 statements (persistence: 0.621)
  Cluster 355: 28 statements (persistence: 0.587)
  Cluster 484: 28 statements (persistence: 0.662)
  Cluster 62: 27 statements (persistence: 0.415)
  Cluster 579: 27 statements (persistence: 0.717)
  Cluster 192: 26 statements (persistence: 0.527)
  Cluster 268: 26 statements (persistence: 0.356)
