HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 20479
Vectorization method: tfidf
Number of clusters: 134
Number of noise points: 7762 (37.9%)
Analysis type: clusters
Timestamp: 2025-05-27 15:57:15

Dataset Distribution:
  PEC: 20479 statements

============================================================

Cluster Information:
  Cluster 132: 3439 statements (persistence: 0.119)
  Cluster 81: 483 statements (persistence: 0.354)
  Cluster 64: 279 statements (persistence: 0.291)
  Cluster 69: 252 statements (persistence: 0.320)
  Cluster 44: 226 statements (persistence: 0.227)
  Cluster 41: 195 statements (persistence: 0.324)
  Cluster 13: 190 statements (persistence: 0.287)
  Cluster 58: 163 statements (persistence: 0.360)
  Cluster 5: 149 statements (persistence: 0.393)
  Cluster 16: 147 statements (persistence: 0.341)
  Cluster 47: 145 statements (persistence: 0.359)
  Cluster 33: 143 statements (persistence: 0.304)
  Cluster 45: 140 statements (persistence: 0.300)
  Cluster 24: 138 statements (persistence: 0.353)
  Cluster 25: 135 statements (persistence: 0.363)
  Cluster 17: 133 statements (persistence: 0.323)
  Cluster 102: 133 statements (persistence: 0.394)
  Cluster 6: 131 statements (persistence: 0.387)
  Cluster 104: 130 statements (persistence: 1.000)
  Cluster 51: 127 statements (persistence: 0.376)
  Cluster 4: 120 statements (persistence: 0.192)
  Cluster 28: 119 statements (persistence: 0.379)
  Cluster 57: 118 statements (persistence: 0.405)
  Cluster 61: 118 statements (persistence: 0.428)
  Cluster 87: 118 statements (persistence: 0.444)
  Cluster 22: 116 statements (persistence: 0.454)
  Cluster 27: 116 statements (persistence: 0.446)
  Cluster 123: 115 statements (persistence: 0.527)
  Cluster 19: 113 statements (persistence: 0.425)
  Cluster 0: 112 statements (persistence: 0.282)
  Cluster 48: 111 statements (persistence: 0.419)
  Cluster 32: 106 statements (persistence: 0.438)
  Cluster 88: 103 statements (persistence: 0.509)
  Cluster 50: 96 statements (persistence: 0.444)
  Cluster 52: 96 statements (persistence: 0.408)
  Cluster 95: 96 statements (persistence: 0.500)
  Cluster 94: 93 statements (persistence: 0.516)
  Cluster 49: 92 statements (persistence: 0.454)
  Cluster 54: 90 statements (persistence: 0.470)
  Cluster 103: 88 statements (persistence: 0.510)
  Cluster 78: 82 statements (persistence: 0.500)
  Cluster 121: 78 statements (persistence: 1.000)
  Cluster 84: 73 statements (persistence: 0.605)
  Cluster 42: 70 statements (persistence: 0.581)
  Cluster 11: 69 statements (persistence: 0.480)
  Cluster 82: 68 statements (persistence: 0.621)
  Cluster 85: 66 statements (persistence: 0.679)
  Cluster 7: 65 statements (persistence: 0.642)
  Cluster 10: 65 statements (persistence: 0.542)
  Cluster 92: 64 statements (persistence: 0.635)
  Cluster 126: 64 statements (persistence: 0.709)
  Cluster 20: 63 statements (persistence: 0.608)
  Cluster 43: 63 statements (persistence: 0.543)
  Cluster 65: 62 statements (persistence: 0.490)
  Cluster 91: 62 statements (persistence: 0.703)
  Cluster 8: 61 statements (persistence: 0.584)
  Cluster 67: 61 statements (persistence: 0.618)
  Cluster 118: 60 statements (persistence: 0.778)
  Cluster 130: 59 statements (persistence: 0.738)
  Cluster 99: 57 statements (persistence: 0.739)
  Cluster 79: 54 statements (persistence: 0.754)
  Cluster 106: 54 statements (persistence: 0.674)
  Cluster 15: 53 statements (persistence: 0.679)
  Cluster 70: 50 statements (persistence: 0.681)
  Cluster 93: 50 statements (persistence: 0.726)
  Cluster 30: 49 statements (persistence: 0.680)
  Cluster 83: 46 statements (persistence: 0.682)
  Cluster 90: 45 statements (persistence: 0.680)
  Cluster 120: 45 statements (persistence: 0.783)
  Cluster 26: 44 statements (persistence: 1.000)
  Cluster 97: 44 statements (persistence: 0.739)
  Cluster 119: 43 statements (persistence: 0.750)
  Cluster 127: 43 statements (persistence: 0.895)
  Cluster 36: 42 statements (persistence: 0.630)
  Cluster 73: 42 statements (persistence: 0.680)
  Cluster 29: 41 statements (persistence: 0.680)
  Cluster 117: 41 statements (persistence: 0.951)
  Cluster 96: 40 statements (persistence: 0.771)
  Cluster 113: 40 statements (persistence: 0.824)
  Cluster 86: 39 statements (persistence: 0.850)
  Cluster 100: 39 statements (persistence: 0.861)
  Cluster 3: 38 statements (persistence: 0.572)
  Cluster 105: 38 statements (persistence: 0.871)
  Cluster 115: 38 statements (persistence: 0.862)
  Cluster 124: 38 statements (persistence: 0.848)
  Cluster 101: 37 statements (persistence: 1.000)
  Cluster 109: 37 statements (persistence: 0.859)
  Cluster 53: 36 statements (persistence: 0.812)
  Cluster 131: 33 statements (persistence: 0.889)
  Cluster 46: 32 statements (persistence: 0.963)
  Cluster 122: 32 statements (persistence: 0.945)
  Cluster 39: 31 statements (persistence: 0.935)
  Cluster 40: 31 statements (persistence: 0.935)
  Cluster 89: 31 statements (persistence: 0.945)
  Cluster 108: 31 statements (persistence: 0.892)
  Cluster 35: 30 statements (persistence: 0.878)
  Cluster 72: 30 statements (persistence: 0.759)
  Cluster 66: 29 statements (persistence: 0.805)
  Cluster 68: 29 statements (persistence: 0.812)
  Cluster 71: 29 statements (persistence: 0.942)
  Cluster 75: 28 statements (persistence: 0.851)
  Cluster 76: 28 statements (persistence: 0.848)
  Cluster 80: 28 statements (persistence: 0.855)
  Cluster 114: 28 statements (persistence: 0.964)
  Cluster 9: 27 statements (persistence: 0.821)
  Cluster 23: 27 statements (persistence: 1.000)
  Cluster 31: 27 statements (persistence: 0.809)
  Cluster 77: 27 statements (persistence: 0.865)
  Cluster 116: 27 statements (persistence: 0.970)
  Cluster 38: 26 statements (persistence: 0.865)
  Cluster 59: 25 statements (persistence: 0.862)
  Cluster 62: 25 statements (persistence: 0.857)
  Cluster 125: 25 statements (persistence: 0.963)
  Cluster 128: 25 statements (persistence: 0.986)
  Cluster 55: 24 statements (persistence: 1.000)
  Cluster 60: 24 statements (persistence: 0.895)
  Cluster 74: 24 statements (persistence: 0.970)
  Cluster 98: 24 statements (persistence: 0.993)
  Cluster 112: 24 statements (persistence: 0.973)
  Cluster 1: 23 statements (persistence: 0.997)
  Cluster 34: 23 statements (persistence: 0.971)
  Cluster 133: 23 statements (persistence: 0.992)
  Cluster 2: 22 statements (persistence: 1.000)
  Cluster 18: 22 statements (persistence: 0.921)
  Cluster 56: 22 statements (persistence: 0.965)
  Cluster 110: 22 statements (persistence: 0.955)
  Cluster 129: 22 statements (persistence: 0.983)
  Cluster 14: 21 statements (persistence: 1.000)
  Cluster 21: 21 statements (persistence: 0.981)
  Cluster 37: 21 statements (persistence: 0.972)
  Cluster 63: 21 statements (persistence: 0.998)
  Cluster 107: 21 statements (persistence: 0.995)
  Cluster 12: 20 statements (persistence: 1.000)
  Cluster 111: 20 statements (persistence: 1.000)
